"no","title","industry","market","publish","delisted"
"4974","亞泰","電子零組件業","上櫃","2011/11/29","Y"
"4979","華星光","通信網路業","上櫃","2011/12/12","Y"
"4987","科誠","電腦及週邊設備業","上櫃","2012/03/21","Y"
"4991","環宇-KY","半導體業","上櫃","2014/09/15","Y"
"4995","晶達","光電業","上櫃","2012/05/09","Y"
"5009","榮剛","鋼鐵工業","上櫃","1998/10/17","Y"
"5011","久陽","鋼鐵工業","上櫃","1999/05/06","Y"
"5013","強新","鋼鐵工業","上櫃","2000/05/08","Y"
"5014","建錩","鋼鐵工業","上櫃","2001/02/15","Y"
"5015","華祺","鋼鐵工業","上櫃","2000/12/15","Y"
"5016","松和","鋼鐵工業","上櫃","2001/03/05","Y"
"5102","富強","橡膠工業","上櫃","2000/10/27","Y"
"5201","凱衛","資訊服務業","上櫃","2000/10/12","Y"
"5202","力新","資訊服務業","上櫃","2000/10/18","Y"
"5205","中茂","其他電子業","上櫃","2001/05/14","Y"
"5206","坤悅","建材營造業","上櫃","2001/10/08","Y"
"5209","新鼎","資訊服務業","上櫃","2002/02/25","Y"
"5210","寶碩","資訊服務業","上櫃","2002/04/25","Y"
"5211","蒙恬","資訊服務業","上櫃","2002/12/23","Y"
"5212","凌網","資訊服務業","上櫃","2003/03/24","Y"
"5213","亞昕","建材營造業","上櫃","2003/04/24","Y"
"5220","萬達光電","光電業","上櫃","2018/04/26","Y"
"5223","安力-KY","電腦及週邊設備業","上櫃","2018/07/02","Y"
"5227","立凱-KY","電子零組件業","上櫃","2013/12/09","Y"
"5230","雷笛克光學","光電業","上櫃","2012/06/05","Y"
"5236","凌陽創新","半導體業","上櫃","2021/07/29","Y"
"5245","智晶","光電業","上櫃","2015/05/25","Y"
"5251","天鉞電","光電業","上櫃","2012/11/26","Y"
"5263","智崴","文化創意業","上櫃","2012/12/18","Y"
"5272","笙科","半導體業","上櫃","2013/05/30","Y"
"5274","信驊","半導體業","上櫃","2013/04/30","Y"
"5276","達輝-KY","其他業","上櫃","2014/06/12","Y"
"5278","尚凡","電子商務","上櫃","2013/06/04","Y"
"5281","大峽谷-KY","光電業","上櫃","2016/03/30","Y"
"5287","數字","電子商務","上櫃","2014/01/20","Y"
"5289","宜鼎","電腦及週邊設備業","上櫃","2013/11/27","Y"
"5291","邑昇","電子零組件業","上櫃","2014/12/23","Y"
"5299","杰力","半導體業","上櫃","2018/01/23","Y"
"5301","寶得利","觀光事業","上櫃","1990/06/25","Y"
"5302","太欣","半導體業","上櫃","1991/01/17","Y"
"5306","桂盟","其他業","上櫃","1995/12/26","Y"
"5309","系統電","電子零組件業","上櫃","1996/03/18","Y"
"5310","天剛","資訊服務業","上櫃","1996/04/09","Y"
"5312","寶島科","生技醫療業","上櫃","1996/05/25","Y"
"5314","世紀","半導體業","上櫃","1996/09/16","Y"
"5315","光聯","光電業","上櫃","1996/11/02","Y"
"5321","美而快","電子零組件業","上櫃","1996/12/30","Y"
"5324","士開","建材營造業","上櫃","1997/01/30","Y"
"5328","華容","電子零組件業","上櫃","1997/08/28","Y"
"5340","建榮","電子零組件業","上櫃","1998/01/20","Y"
"5344","立衛","半導體業","上櫃","1998/03/23","Y"
"5345","天揚","其他業","上櫃","1998/03/23","Y"
"5347","世界","半導體業","上櫃","1998/03/25","Y"
"5348","系通","通信網路業","上櫃","1998/04/29","Y"
"5351","鈺創","半導體業","上櫃","1998/05/15","Y"
"5353","台林","通信網路業","上櫃","1998/05/18","Y"
"5355","佳總","電子零組件業","上櫃","1998/06/23","Y"
"5356","協益","電腦及週邊設備業","上櫃","1998/07/20","Y"
"5364","力麗店","觀光事業","上櫃","2013/08/26","Y"
"5371","中光電","光電業","上櫃","1999/01/20","Y"
"5381","合正","電子零組件業","上櫃","1999/03/19","Y"
"5383","金利","其他電子業","上櫃","1999/04/14","Y"
"5386","青雲","電腦及週邊設備業","上櫃","1999/05/13","Y"
"5392","能率","光電業","上櫃","1999/06/14","Y"
"5398","慕康生醫","其他業","上櫃","1999/10/11","Y"
"5403","中菲","資訊服務業","上櫃","1999/10/15","Y"
"5410","國眾","資訊服務業","上櫃","1999/11/26","Y"
"5425","台半","半導體業","上櫃","2000/02/21","Y"
"5426","振發","電腦及週邊設備業","上櫃","2000/02/09","Y"
"5432","新門","光電業","上櫃","2000/03/21","Y"
"5438","東友","電腦及週邊設備業","上櫃","2000/06/17","Y"
"5439","高技","電子零組件業","上櫃","2000/06/26","Y"
"5443","均豪","光電業","上櫃","1998/02/09","Y"
"5450","南良","其他業","上櫃","2020/06/01","Y"
"5452","佶優","其他電子業","上櫃","2000/10/02","Y"
"5455","昇益","建材營造業","上櫃","2000/10/19","Y"
"5457","宣德","電子零組件業","上櫃","2000/09/29","Y"
"5460","同協","電子零組件業","上櫃","2000/09/28","Y"
"5464","霖宏","電子零組件業","上櫃","2000/11/08","Y"
"5465","富驊","電腦及週邊設備業","上櫃","2000/11/08","Y"
"5468","凱鈺","半導體業","上櫃","2001/01/17","Y"
"5474","聰泰","電腦及週邊設備業","上櫃","2001/03/20","Y"
"5475","德宏","電子零組件業","上櫃","2001/01/16","Y"
"5478","智冠","文化創意業","上櫃","2001/03/29","Y"
"5481","新華","其他業","上櫃","2020/06/01","Y"
"5483","中美晶","半導體業","上櫃","2001/03/02","Y"
"5487","通泰","半導體業","上櫃","2001/02/20","Y"
"5488","松普","電子零組件業","上櫃","2001/03/12","Y"
"5489","彩富","其他電子業","上櫃","2001/03/12","Y"
"5490","同亨","電腦及週邊設備業","上櫃","2001/05/14","Y"
"5493","三聯","其他電子業","上櫃","2001/05/03","Y"
"5498","凱崴","電子零組件業","上櫃","2001/03/29","Y"
"5508","永信建","建材營造業","上櫃","1998/05/13","Y"
"5511","德昌","建材營造業","上櫃","1998/12/09","Y"
"5512","力麒","建材營造業","上櫃","1998/12/04","Y"
"5514","三豐","建材營造業","上櫃","1998/12/29","Y"
"5516","雙喜","建材營造業","上櫃","1999/03/23","Y"
"5520","力泰","建材營造業","上櫃","1999/10/27","Y"
"5523","豐謙","建材營造業","上櫃","1999/12/27","Y"
"5529","鉅陞","建材營造業","上櫃","1996/01/12","Y"
"5530","龍巖","其他業","上櫃","2000/10/04","Y"
"5536","聖暉","其他電子業","上櫃","2010/11/10","Y"
"5543","桓鼎-KY","建材營造業","上櫃","2016/05/09","Y"
"5601","台聯櫃","航運業","上櫃","1994/11/24","Y"
"5603","陸海","航運業","上櫃","1997/01/25","Y"
"5604","中連","其他業","上櫃","1997/05/22","Y"
"5609","中菲行","航運業","上櫃","2001/10/15","Y"
"5701","劍湖山","觀光事業","上櫃","1998/03/12","Y"
"5703","亞都","觀光事業","上櫃","1999/06/15","Y"
"5704","老爺知","觀光事業","上櫃","1999/12/21","Y"
"5820","日盛金","金融保險業","上櫃","2002/02/05","Y"
"5864","致和證","金融保險業","上櫃","2018/04/02","Y"
"5878","台名","金融保險業","上櫃","2014/10/28","Y"
"5902","德記","貿易百貨業","上櫃","1998/02/07","Y"
"5903","全家","貿易百貨業","上櫃","2002/02/25","Y"
"5904","寶雅","貿易百貨業","上櫃","2002/09/06","Y"
"5905","南仁湖","貿易百貨業","上櫃","2003/06/17","Y"
"6015","宏遠證","金融保險業","上櫃","1996/07/25","Y"
"6016","康和證","金融保險業","上櫃","1996/12/04","Y"
"6020","大展證","金融保險業","上櫃","2003/01/23","Y"
"6021","美好證","金融保險業","上櫃","2003/04/21","Y"
"6023","元大期","金融保險業","上櫃","2007/11/28","Y"
"6026","福邦證","金融保險業","上櫃","2016/01/27","Y"
"6101","寬魚國際","文化創意業","上櫃","2001/03/29","Y"
"6103","合邦","半導體業","上櫃","2001/05/07","Y"
"6104","創惟","半導體業","上櫃","2001/05/22","Y"
"6109","亞元","通信網路業","上櫃","2001/07/26","Y"
"6111","大宇資","文化創意業","上櫃","2001/08/08","Y"
"6113","亞矽","電子通路業","上櫃","2001/08/10","Y"
"6114","久威","電子零組件業","上櫃","2001/09/27","Y"
"6118","建達","電子通路業","上櫃","2001/10/25","Y"
"6121","新普","電腦及週邊設備業","上櫃","2001/11/27","Y"
"6122","擎邦","電機機械","上櫃","2000/07/14","Y"
"6123","上奇","電腦及週邊設備業","上櫃","2002/01/23","Y"
"6124","業強","電子零組件業","上櫃","2002/03/19","Y"
"6125","廣運","光電業","上櫃","2002/01/23","Y"
"6126","信音","電子零組件業","上櫃","2002/01/18","Y"
"6127","九豪","電子零組件業","上櫃","2002/01/10","Y"
"6129","普誠","半導體業","上櫃","2001/12/25","Y"
"6130","星寶國際","生技醫療業","上櫃","2002/03/26","Y"
"6134","萬旭","電子零組件業","上櫃","2002/01/08","Y"
"6138","茂達","半導體業","上櫃","2002/01/18","Y"
"6140","訊達","資訊服務業","上櫃","2002/02/04","Y"
"6143","振曜","通信網路業","上櫃","2002/01/28","Y"
"6144","得利影","文化創意業","上櫃","2002/01/23","Y"
"6146","耕興","其他電子業","上櫃","2002/01/23","Y"
"6147","頎邦","半導體業","上櫃","2002/01/31","Y"
"6148","驊宏資","資訊服務業","上櫃","2002/02/01","Y"
"6150","撼訊","電腦及週邊設備業","上櫃","2002/03/11","Y"
"6151","晉倫","其他電子業","上櫃","2002/02/25","Y"
"6154","順發","電子通路業","上櫃","2002/02/18","Y"
"6156","松上","電子零組件業","上櫃","2002/02/19","Y"
"6158","禾昌","電子零組件業","上櫃","2002/02/19","Y"
"6160","欣技","電腦及週邊設備業","上櫃","2002/03/01","Y"
"6161","捷波","電腦及週邊設備業","上櫃","2002/03/01","Y"
"6163","華電網","通信網路業","上櫃","2002/03/19","Y"
"6167","久正","光電業","上櫃","2002/03/26","Y"
"6169","昱泉","文化創意業","上櫃","2002/03/22","Y"
"6170","統振","通信網路業","上櫃","2002/04/16","Y"
"6171","大城地產","建材營造業","上櫃","2002/04/22","Y"
"6173","信昌電","電子零組件業","上櫃","2002/04/19","Y"
"6174","安碁","電子零組件業","上櫃","2002/05/02","Y"
"6175","立敦","電子零組件業","上櫃","2002/06/10","Y"
"6179","亞通","其他業","上櫃","2002/05/17","Y"
"6180","橘子","文化創意業","上櫃","2002/05/21","Y"
"6182","合晶","半導體業","上櫃","2002/05/16","Y"
"6185","幃翔","電子零組件業","上櫃","2002/08/09","Y"
"6186","新潤","建材營造業","上櫃","2002/08/02","Y"
"6187","萬潤","其他電子業","上櫃","2002/09/27","Y"
"6188","廣明","電腦及週邊設備業","上櫃","2002/08/27","Y"
"6190","萬泰科","通信網路業","上櫃","1998/02/04","Y"
"6194","育富","電子零組件業","上櫃","2002/12/05","Y"
"6195","詩肯","貿易百貨業","上櫃","2002/10/21","Y"
"6198","凌泰","半導體業","上櫃","2002/12/26","Y"
"6199","天品","其他業","上櫃","2016/10/07","Y"
"6203","海韻電","電子零組件業","上櫃","2002/12/26","Y"
"6204","艾華","電子零組件業","上櫃","2002/11/13","Y"
"6207","雷科","電子零組件業","上櫃","2002/12/23","Y"
"6208","日揚","電子零組件業","上櫃","2002/12/23","Y"
"6210","慶生","電子零組件業","上櫃","2003/02/14","Y"
"6212","理銘","建材營造業","上櫃","2002/12/26","Y"
"6217","中探針","電子零組件業","上櫃","2003/01/09","Y"
"6218","豪勉","通信網路業","上櫃","2003/01/14","Y"
"6219","富旺","建材營造業","上櫃","2003/02/26","Y"
"6220","岳豐","電子零組件業","上櫃","2003/01/09","Y"
"6221","晉泰","資訊服務業","上櫃","2003/01/06","Y"
"6222","上揚","光電業","上櫃","2003/01/09","Y"
"6223","旺矽","半導體業","上櫃","2003/01/06","Y"
"6227","茂綸","電子通路業","上櫃","2003/01/14","Y"
"6228","全譜","電腦及週邊設備業","上櫃","2003/01/21","Y"
"6229","研通","半導體業","上櫃","2003/01/14","Y"
"6231","系微","資訊服務業","上櫃","2003/01/23","Y"
"6233","旺玖","半導體業","上櫃","2003/02/20","Y"
"6234","高僑","光電業","上櫃","2003/03/12","Y"
"6236","康呈","其他業","上櫃","2003/03/31","Y"
"6237","驊訊","半導體業","上櫃","2003/04/21","Y"
"6240","松崗","其他業","上櫃","2003/05/30","Y"
"6241","易通展","通信網路業","上櫃","2003/04/08","Y"
"6242","立康","生技醫療業","上櫃","2003/04/23","Y"
"6244","茂迪","光電業","上櫃","2003/05/15","Y"
"6245","立端","通信網路業","上櫃","2003/05/19","Y"
"6246","臺龍","光電業","上櫃","2003/06/18","Y"
"6247","淇譽電","其他電子業","上櫃","2003/07/04","Y"
"6248","沛波","鋼鐵工業","上櫃","2003/09/03","Y"
"6259","百徽","電子零組件業","上櫃","2003/09/17","Y"
"6261","久元","半導體業","上櫃","2004/03/29","Y"
"6263","普萊德","通信網路業","上櫃","2003/09/17","Y"
"6264","富裔","建材營造業","上櫃","2004/02/24","Y"
"6265","方土昶","電子通路業","上櫃","2003/10/24","Y"
"6266","泰詠","電子零組件業","上櫃","2004/04/29","Y"
"6270","倍微","電子通路業","上櫃","2003/09/17","Y"
"6274","台燿","電子零組件業","上櫃","2003/12/18","Y"
"6275","元山","電子零組件業","上櫃","2004/12/23","Y"
"6276","安鈦克","電腦及週邊設備業","上櫃","2003/10/30","Y"
"6279","胡連","電子零組件業","上櫃","2003/11/26","Y"
"6284","佳邦","電子零組件業","上櫃","2004/06/29","Y"
"6287","元隆","半導體業","上櫃","2003/10/02","Y"
"6290","良維","電子零組件業","上櫃","2005/06/03","Y"
"6291","沛亨","半導體業","上櫃","2004/01/28","Y"
"6292","迅德","電子零組件業","上櫃","2003/11/26","Y"
"6294","智基","文化創意業","上櫃","2004/01/13","Y"
"6404","通訊-KY","資訊服務業","上櫃","2014/07/23","Y"
"6411","晶焱","半導體業","上櫃","2014/03/11","Y"
"6417","韋僑","通信網路業","上櫃","2015/10/08","Y"
"6418","詠昇","電子零組件業","上櫃","2019/02/18","Y"
"6419","京晨科","光電業","上櫃","2014/12/29","Y"
"6425","易發","電機機械","上櫃","2019/01/18","Y"
"6432","今展科","電子零組件業","上櫃","2015/05/20","Y"
"6435","大中","半導體業","上櫃","2016/01/07","Y"
"6441","廣錠","電腦及週邊設備業","上櫃","2017/09/27","Y"
"6446","藥華藥","生技醫療業","上櫃","2016/07/19","Y"
"6457","紘康","半導體業","上櫃","2015/06/12","Y"
"6461","益得","生技醫療業","上櫃","2018/03/28","Y"
"6462","神盾","半導體業","上櫃","2015/12/23","Y"
"6465","威潤","通信網路業","上櫃","2015/11/20","Y"
"6469","大樹","生技醫療業","上櫃","2016/03/30","Y"
"6470","宇智","通信網路業","上櫃","2015/11/03","Y"
"6472","保瑞","生技醫療業","上櫃","2017/04/19","Y"
"6482","弘煜科","文化創意業","上櫃","2016/06/13","Y"
"6485","點序","半導體業","上櫃","2015/11/17","Y"
"6486","互動","通信網路業","上櫃","2016/09/13","Y"
"6488","環球晶","半導體業","上櫃","2015/09/25","Y"
"6492","生華科","生技醫療業","上櫃","2017/04/24","Y"
"6494","九齊","半導體業","上櫃","2016/05/09","Y"
"6496","科懋","生技醫療業","上櫃","2016/01/07","Y"
"6499","益安","生技醫療業","上櫃","2016/07/27","Y"
"6506","雙邦","紡織纖維","上櫃","2011/05/03","Y"
"6508","惠光","農業科技業","上櫃","2004/03/22","Y"
"6509","聚和","化學工業","上櫃","2004/04/12","Y"
"6510","精測","半導體業","上櫃","2016/03/24","Y"
"6512","啟發電","其他電子業","上櫃","2016/03/25","Y"
"6514","芮特-KY","通信網路業","上櫃","2015/12/02","Y"
"6516","勤崴國際","資訊服務業","上櫃","2019/05/06","Y"
"6523","達爾膚","生技醫療業","上櫃","2016/06/16","Y"
"6527","明達醫","生技醫療業","上櫃","2019/12/25","Y"
"6530","創威","通信網路業","上櫃","2018/01/23","Y"
"6532","瑞耘","半導體業","上櫃","2016/09/26","Y"
"6535","順藥","生技醫療業","上櫃","2016/09/26","Y"
"6538","倉和","電子零組件業","上櫃","2016/10/21","Y"
"6542","隆中","文化創意業","上櫃","2016/09/08","Y"
"6547","高端疫苗","生技醫療業","上櫃","2018/04/17","Y"
"6548","長科*","半導體業","上櫃","2016/09/13","Y"
"6556","勝品","光電業","上櫃","2017/10/31","Y"
"6560","欣普羅","光電業","上櫃","2017/01/24","Y"
"6561","是方","通信網路業","上櫃","2018/06/05","Y"
"6568","宏觀","半導體業","上櫃","2016/12/28","Y"
"6569","醫揚","生技醫療業","上櫃","2016/12/21","Y"
"6570","維田","電腦及週邊設備業","上櫃","2017/12/11","Y"
"6574","霈方","生技醫療業","上櫃","2017/09/04","Y"
"6576","逸達","生技醫療業","上櫃","2018/06/29","Y"
"6577","勁豐","電腦及週邊設備業","上櫃","2017/03/21","Y"
"6578","達邦蛋白","農業科技業","上櫃","2018/09/18","Y"
"6588","東典光電","通信網路業","上櫃","2020/07/01","Y"
"6589","台康生技","生技醫療業","上櫃","2019/06/28","Y"
"6590","普鴻","資訊服務業","上櫃","2018/12/24","Y"
"6593","台灣銘板","資訊服務業","上櫃","2017/11/03","Y"
"6594","展匯科","半導體業","上櫃","2017/04/28","Y"
"6596","寬宏藝術","文化創意業","上櫃","2018/01/04","Y"
"6603","富強鑫","電機機械","上櫃","2004/04/05","Y"
"6609","瀧澤科","電機機械","上櫃","2003/09/23","Y"
"6612","奈米醫材","生技醫療業","上櫃","2018/07/18","Y"
"6613","朋億","其他電子業","上櫃","2017/12/28","Y"
"6615","慧智","生技醫療業","上櫃","2018/01/22","Y"
"6616","特昇-KY","其他業","上櫃","2018/01/10","Y"
"6624","萬年清","其他業","上櫃","2019/05/28","Y"
"6629","泰金-KY","其他業","上櫃","2019/06/06","Y"
"6640","均華","半導體業","上櫃","2018/10/23","Y"
"6642","富致","電子零組件業","上櫃","2019/09/23","Y"
"6643","M31","半導體業","上櫃","2019/01/23","Y"
"6649","台生材","生技醫療業","上櫃","2019/06/05","Y"
"6651","全宇昕","半導體業","上櫃","2021/02/01","Y"
"6654","天正國際","其他電子業","上櫃","2018/10/23","Y"
"6661","威健生技","生技醫療業","上櫃","2021/01/27","Y"
"6662","樂斯科","生技醫療業","上櫃","2019/03/26","Y"
"6664","群翊","電子零組件業","上櫃","2018/09/12","Y"
"6667","信紘科","其他電子業","上櫃","2018/11/13","Y"
"6679","鈺太","半導體業","上櫃","2019/05/09","Y"
"6680","鑫創電子","電腦及週邊設備業","上櫃","2019/09/16","Y"
"6683","雍智科技","半導體業","上櫃","2019/04/23","Y"
"6684","安格","半導體業","上櫃","2021/08/11","Y"
"6690","安碁資訊","資訊服務業","上櫃","2019/10/30","Y"
"6697","東捷資訊","資訊服務業","上櫃","2019/12/26","Y"
"6703","軒郁","生技醫療業","上櫃","2020/10/20","Y"
"6712","長聖","生技醫療業","上櫃","2021/01/08","Y"
"6716","應廣","半導體業","上櫃","2020/03/27","Y"
"6727","亞泰金屬","電子零組件業","上櫃","2020/12/01","Y"
"6728","上洋","貿易百貨業","上櫃","2020/12/25","Y"
"6732","昇佳電子","半導體業","上櫃","2020/06/08","Y"
"6733","博晟生醫","生技醫療業","上櫃","2021/01/28","Y"
"6741","91APP*-KY","電子商務","上櫃","2021/05/25","Y"
"6747","亨泰光","生技醫療業","上櫃","2021/01/19","Y"
"6751","智聯服務","資訊服務業","上櫃","2020/12/25","Y"
"6752","叡揚","資訊服務業","上櫃","2020/12/10","Y"
"6761","穩得","電子零組件業","上櫃","2021/11/08","Y"
"6762","達亞","生技醫療業","上櫃","2020/12/18","Y"
"6767","台微醫","生技醫療業","上櫃","2021/01/25","Y"
"6788","華景電","半導體業","上櫃","2021/09/29","Y"
"6803","崑鼎","其他業","上櫃","2010/05/27","Y"
"7402","邑錡","光電業","上櫃","2015/12/29","Y"
"7556","意德士","半導體業","上櫃","2020/10/30","Y"
"8024","佑華","半導體業","上櫃","2006/09/25","Y"
"8027","鈦昇","電機機械","上櫃","2015/06/09","Y"
"8032","光菱","電子通路業","上櫃","2003/10/02","Y"
"8034","榮群","通信網路業","上櫃","2004/05/06","Y"
"8038","長園科","電子零組件業","上櫃","2013/11/21","Y"
"8040","九暘","半導體業","上櫃","2007/04/30","Y"
"8042","金山電","電子零組件業","上櫃","2004/03/22","Y"
"8043","蜜望實","電子零組件業","上櫃","2003/10/24","Y"
"8044","網家","電子商務","上櫃","2005/01/24","Y"
"8047","星雲","其他電子業","上櫃","2004/02/09","Y"
"8048","德勝","通信網路業","上櫃","2009/09/08","Y"
"8049","晶采","光電業","上櫃","2004/02/02","Y"
"8050","廣積","電腦及週邊設備業","上櫃","2003/10/24","Y"
"8054","安國","半導體業","上櫃","2004/11/08","Y"
"8059","凱碩","通信網路業","上櫃","2010/03/16","Y"
"8064","東捷","光電業","上櫃","2006/09/25","Y"
"8066","來思達","貿易百貨業","上櫃","2004/12/24","Y"
"8067","志旭","電子通路業","上櫃","2004/04/23","Y"
"8068","全達","電子通路業","上櫃","2004/03/25","Y"
"8069","元太","光電業","上櫃","2004/03/30","Y"
"8071","能率網通","電子零組件業","上櫃","2003/12/29","Y"
"8074","鉅橡","電子零組件業","上櫃","2004/01/27","Y"
"8076","伍豐","電腦及週邊設備業","上櫃","2003/12/15","Y"
"8077","洛碁","觀光事業","上櫃","2004/12/06","Y"
"8080","永利聯合","電子零組件業","上櫃","2021/04/07","Y"
"8083","瑞穎","電機機械","上櫃","2004/09/23","Y"
"8084","巨虹","電子通路業","上櫃","2004/03/08","Y"
"8085","福華","其他電子業","上櫃","2004/03/01","Y"
"8086","宏捷科","半導體業","上櫃","2009/06/01","Y"
"8087","華鎂鑫","光電業","上櫃","2004/02/25","Y"
"8088","品安","半導體業","上櫃","2004/02/27","Y"
"8089","康全電訊","通信網路業","上櫃","2020/09/23","Y"
"8091","翔名","電子零組件業","上櫃","2004/06/24","Y"
"8092","建暐","其他電子業","上櫃","2004/02/02","Y"
"8093","保銳","電子零組件業","上櫃","2004/12/31","Y"
"8096","擎亞","電子通路業","上櫃","2004/07/15","Y"
"8097","常珵","通信網路業","上櫃","2004/03/01","Y"
"8099","大世科","資訊服務業","上櫃","2004/03/29","Y"
"8107","大億金茂","電機機械","上櫃","2005/11/15","Y"
"8109","博大","電子零組件業","上櫃","2005/03/22","Y"
"8111","立碁","光電業","上櫃","2004/02/09","Y"
"8121","越峰","電子零組件業","上櫃","2005/02/17","Y"
"8147","正淩","電子零組件業","上櫃","2013/04/30","Y"
"8155","博智","電子零組件業","上櫃","2012/12/18","Y"
"8171","天宇","通信網路業","上櫃","2011/12/19","Y"
"8176","智捷","通信網路業","上櫃","2013/06/25","Y"
"8182","加高","電子零組件業","上櫃","2006/05/25","Y"
"8183","精星","其他電子業","上櫃","2005/03/30","Y"
"8234","新漢","電腦及週邊設備業","上櫃","2007/06/07","Y"
"8240","華宏","光電業","上櫃","2005/06/23","Y"
"8255","朋程","電機機械","上櫃","2006/04/25","Y"
"8277","商丞","半導體業","上櫃","2004/12/27","Y"
"8279","生展","生技醫療業","上櫃","2016/09/26","Y"
"8284","三竹","資訊服務業","上櫃","2020/05/18","Y"
"8289","泰藝","電子零組件業","上櫃","2008/04/24","Y"
"8291","尚茂","電子零組件業","上櫃","2011/11/29","Y"
"8299","群聯","半導體業","上櫃","2004/12/06","Y"
"8342","益張","其他業","上櫃","2017/11/23","Y"
"8349","恒耀","鋼鐵工業","上櫃","2006/03/10","Y"
"8354","冠好","其他業","上櫃","2004/04/15","Y"
"8358","金居","電子零組件業","上櫃","2010/09/27","Y"
"8383","千附","其他電子業","上櫃","2004/09/10","Y"
"8390","金益鼎","其他業","上櫃","2008/05/21","Y"
"8401","白紗科","其他業","上櫃","2010/03/29","Y"
"8403","盛弘","生技醫療業","上櫃","2011/03/01","Y"
"8406","金可-KY","生技醫療業","上櫃","2012/04/27","Y"
"8409","商之器","生技醫療業","上櫃","2013/11/25","Y"
"8410","森田","電腦及週邊設備業","上櫃","2011/02/23","Y"
"8415","大國鋼","鋼鐵工業","上櫃","2016/09/07","Y"
"8416","實威","資訊服務業","上櫃","2012/09/19","Y"
"8418","捷必勝-KY","其他業","上櫃","2011/12/06","Y"
"8420","明揚","其他業","上櫃","2014/11/10","Y"
"8421","旭源","其他業","上櫃","2012/11/23","Y"
"8423","保綠-KY","其他業","上櫃","2012/03/14","Y"
"8424","惠普","建材營造業","上櫃","2012/12/18","Y"
"8426","紅木-KY","其他業","上櫃","2011/12/13","Y"
"8431","匯鑽科","其他電子業","上櫃","2015/03/30","Y"
"8432","東生華","生技醫療業","上櫃","2012/04/30","Y"
"8433","弘帆","貿易百貨業","上櫃","2012/12/19","Y"
"8435","鉅邁","其他業","上櫃","2012/12/28","Y"
"8436","大江","生技醫療業","上櫃","2013/09/12","Y"
"8437","大地-KY","其他業","上櫃","2015/05/06","Y"
"8440","綠電","其他業","上櫃","2018/03/28","Y"
"8444","綠河-KY","其他業","上櫃","2015/10/27","Y"
"8446","華研","文化創意業","上櫃","2013/12/19","Y"
"8450","霹靂","文化創意業","上櫃","2014/10/07","Y"
"8455","大拓-KY","其他電子業","上櫃","2016/01/08","Y"
"8472","夠麻吉","電子商務","上櫃","2016/01/11","Y"
"8476","台境","其他業","上櫃","2017/03/28","Y"
"8477","創業家","電子商務","上櫃","2016/10/31","Y"
"8489","三貝德","其他業","上櫃","2017/04/27","Y"
"8905","裕國","其他業","上櫃","1996/01/31","Y"
"8906","花王","其他業","上櫃","1996/04/23","Y"
"8908","欣雄","油電燃氣業","上櫃","1997/02/14","Y"
"8916","光隆","其他業","上櫃","1999/04/20","Y"
"8917","欣泰","油電燃氣業","上櫃","1999/05/06","Y"
"8921","沈氏","其他業","上櫃","2000/03/21","Y"
"8923","時報","文化創意業","上櫃","1999/12/27","Y"
"8924","大田","其他業","上櫃","2000/02/09","Y"
"8927","北基","油電燃氣業","上櫃","2000/11/02","Y"
"8928","鉅明","其他業","上櫃","2001/02/02","Y"
"8929","富堡","其他業","上櫃","2000/11/30","Y"
"8930","青鋼","鋼鐵工業","上櫃","2000/12/06","Y"
"8931","大汽電","油電燃氣業","上櫃","2001/05/10","Y"
"8932","宏大","其他業","上櫃","2001/03/29","Y"
"8933","愛地雅","其他業","上櫃","2001/03/28","Y"
"8935","邦泰","其他業","上櫃","2002/03/26","Y"
"8936","國統","其他業","上櫃","2002/09/09","Y"
"8937","合騏","其他業","上櫃","2002/10/29","Y"
"8938","明安","其他業","上櫃","2002/12/02","Y"
"8941","關中","貿易百貨業","上櫃","2003/01/20","Y"
"8942","森鉅","其他業","上櫃","2003/05/16","Y"
"9949","琉園","文化創意業","上櫃","2003/11/21","Y"
"9950","萬國通","塑膠工業","上櫃","2004/02/17","Y"
"9951","皇田","電機機械","上櫃","2003/12/18","Y"
"9960","邁達康","貿易百貨業","上櫃","2004/12/06","Y"
"9962","有益","鋼鐵工業","上櫃","2006/07/10","Y"
